     R         lat       lng     Depth    SMdepth
  603.65881  -29.7505    9.0224 5001.7007    0.0000
  603.75934  -29.7505    9.0213 5001.6729    0.0000
  603.85992  -29.7505    9.0203 5001.6445    0.0000
  603.96045  -29.7505    9.0192 5001.6162    0.0000
  604.06097  -29.7505    9.0182 5001.5879    0.0000
  604.16156  -29.7505    9.0172 5001.5596    0.0000
  604.26208  -29.7505    9.0161 5001.5312    0.0000
  604.36261  -29.7505    9.0151 5001.5034    0.0000
  604.46320  -29.7505    9.0140 5001.4751    0.0000
  604.56372  -29.7505    9.0130 5001.4468    0.0000
  604.66425  -29.7505    9.0120 5001.4185    0.0000
  604.76483  -29.7505    9.0109 5001.3901    0.0000
  604.86536  -29.7505    9.0099 5001.3618    0.0000
  604.96588  -29.7505    9.0088 5001.3340    0.0000
  605.06647  -29.7505    9.0078 5001.4185    0.0000
  605.16699  -29.7505    9.0068 5001.6211    0.0000
  605.26752  -29.7505    9.0057 5001.8232    0.0000
  605.36810  -29.7505    9.0047 5002.0259    0.0000
  605.46863  -29.7505    9.0036 5002.2285    0.0000
  605.56915  -29.7505    9.0026 5002.4316    0.0000
  605.66974  -29.7505    9.0015 5002.6338    0.0000
  605.77026  -29.7505    9.0005 5002.8364    0.0000
  605.87085  -29.7505    8.9995 5003.0391    0.0000
  605.97137  -29.7505    8.9984 5003.2417    0.0000
  606.07190  -29.7505    8.9974 5003.4438    0.0000
  606.17249  -29.7505    8.9963 5003.6470    0.0000
  606.27301  -29.7505    8.9953 5003.8496    0.0000
  606.37354  -29.7505    8.9943 5004.0518    0.0000
  606.47412  -29.7505    8.9932 5004.2544    0.0000
  606.57465  -29.7505    8.9922 5004.4570    0.0000
  606.67517  -29.7505    8.9911 5004.5742    0.0000
  606.77576  -29.7505    8.9901 5004.6226    0.0000
  606.87628  -29.7505    8.9890 5004.6714    0.0000
  606.97681  -29.7505    8.9880 5004.7197    0.0000
  607.07739  -29.7505    8.9870 5004.7681    0.0000
  607.17792  -29.7505    8.9859 5004.8159    0.0000
  607.27844  -29.7505    8.9849 5004.8643    0.0000
  607.37903  -29.7505    8.9838 5004.9126    0.0000
  607.47955  -29.7505    8.9828 5004.9614    0.0000
  607.58008  -29.7505    8.9818 5005.0098    0.0000
  607.68066  -29.7505    8.9807 5005.0581    0.0000
  607.78119  -29.7505    8.9797 5005.1064    0.0000
  607.88171  -29.7505    8.9786 5005.1548    0.0000
  607.98230  -29.7505    8.9776 5005.2031    0.0000
  608.08282  -29.7505    8.9765 5005.2520    0.0000
  608.18335  -29.7505    8.9755 5005.3003    0.0000
  608.28394  -29.7505    8.9745 5005.3237    0.0000
  608.38446  -29.7505    8.9734 5005.3237    0.0000
  608.48499  -29.7505    8.9724 5005.3237    0.0000
  608.58557  -29.7505    8.9713 5005.3237    0.0000
  608.68610  -29.7505    8.9703 5005.3242    0.0000
  608.78662  -29.7505    8.9693 5005.3242    0.0000
  608.88721  -29.7505    8.9682 5005.3242    0.0000
  608.98773  -29.7505    8.9672 5005.3242    0.0000
  609.08826  -29.7505    8.9661 5005.3242    0.0000
  609.18884  -29.7505    8.9651 5005.3242    0.0000
  609.28937  -29.7505    8.9640 5005.3252    0.0000
  609.38989  -29.7505    8.9630 5005.3252    0.0000
  609.49048  -29.7505    8.9620 5005.3252    0.0000
  609.59100  -29.7505    8.9609 5005.3252    0.0000
  609.69153  -29.7505    8.9599 5005.3252    0.0000
  609.79211  -29.7505    8.9588 5005.3252    0.0000
  609.89264  -29.7505    8.9578 5005.5601    0.0000
  609.99316  -29.7505    8.9567 5006.0425    0.0000
  610.09375  -29.7505    8.9557 5006.5239    0.0000
  610.19427  -29.7505    8.9547 5007.0054    0.0000
  610.29480  -29.7505    8.9536 5007.4868    0.0000
  610.39539  -29.7505    8.9526 5007.9688    0.0000
  610.49591  -29.7505    8.9515 5008.4502    0.0000
  610.59650  -29.7505    8.9505 5008.9321    0.0000
  610.69702  -29.7505    8.9495 5009.4141    0.0000
  610.79755  -29.7505    8.9484 5009.8955    0.0000
  610.89813  -29.7505    8.9474 5010.3765    0.0000
  610.99866  -29.7505    8.9463 5010.8579    0.0000
  611.09918  -29.7505    8.9453 5011.3398    0.0000
  611.19977  -29.7505    8.9443 5011.8213    0.0000
  611.30029  -29.7505    8.9432 5012.3027    0.0000
  611.40082  -29.7505    8.9422 5012.7842    0.0000
  611.50140  -29.7505    8.9411 5013.2334    0.0000
  611.60193  -29.7505    8.9401 5013.6558    0.0000
  611.70245  -29.7505    8.9390 5014.0786    0.0000
  611.80304  -29.7505    8.9380 5014.5015    0.0000
  611.90356  -29.7505    8.9370 5014.9238    0.0000
  612.00409  -29.7505    8.9359 5015.3467    0.0000
  612.10468  -29.7505    8.9349 5015.7690    0.0000
  612.20520  -29.7505    8.9338 5016.1919    0.0000
  612.30573  -29.7505    8.9328 5016.6147    0.0000
  612.40631  -29.7505    8.9318 5017.0371    0.0000
  612.50684  -29.7505    8.9307 5017.4600    0.0000
  612.60736  -29.7505    8.9297 5017.8828    0.0000
  612.70795  -29.7505    8.9286 5018.3057    0.0000
  612.80847  -29.7505    8.9276 5018.7280    0.0000
  612.90900  -29.7505    8.9265 5019.1504    0.0000
  613.00958  -29.7505    8.9255 5019.5737    0.0000
  613.11011  -29.7505    8.9245 5019.8413    0.0000
  613.21063  -29.7505    8.9234 5019.9663    0.0000
  613.31122  -29.7505    8.9224 5020.0913    0.0000
  613.41174  -29.7505    8.9213 5020.2158    0.0000
  613.51227  -29.7505    8.9203 5020.3403    0.0000
  613.61285  -29.7505    8.9193 5020.4653    0.0000
  613.71338  -29.7505    8.9182 5020.5903    0.0000
  613.81390  -29.7505    8.9172 5020.7148    0.0000
  613.91449  -29.7505    8.9161 5020.8398    0.0000
  614.01501  -29.7505    8.9151 5020.9644    0.0000
  614.11554  -29.7505    8.9140 5021.0894    0.0000
  614.21613  -29.7505    8.9130 5021.2139    0.0000
  614.31665  -29.7505    8.9120 5021.3389    0.0000
  614.41718  -29.7505    8.9109 5021.4639    0.0000
  614.51776  -29.7505    8.9099 5021.5884    0.0000
  614.61829  -29.7505    8.9088 5021.7134    0.0000
  614.71881  -29.7505    8.9078 5021.7397    0.0000
  614.81940  -29.7505    8.9067 5021.6631    0.0000
  614.91992  -29.7505    8.9057 5021.5864    0.0000
  615.02051  -29.7505    8.9047 5021.5098    0.0000
  615.12103  -29.7505    8.9036 5021.4331    0.0000
  615.22156  -29.7505    8.9026 5021.3564    0.0000
  615.32214  -29.7505    8.9015 5021.2798    0.0000
  615.42267  -29.7505    8.9005 5021.2031    0.0000
  615.52319  -29.7505    8.8995 5021.1270    0.0000
  615.62378  -29.7505    8.8984 5021.0498    0.0000
  615.72430  -29.7505    8.8974 5020.9731    0.0000
  615.82483  -29.7505    8.8963 5020.8965    0.0000
  615.92542  -29.7505    8.8953 5020.8198    0.0000
  616.02594  -29.7505    8.8942 5020.7432    0.0000
  616.12646  -29.7505    8.8932 5020.6665    0.0000
  616.22705  -29.7505    8.8922 5020.5903    0.0000
  616.32758  -29.7505    8.8911 5020.6899    0.0000
  616.42810  -29.7505    8.8901 5020.9326    0.0000
  616.52869  -29.7505    8.8890 5021.1753    0.0000
  616.62921  -29.7505    8.8880 5021.4175    0.0000
  616.72974  -29.7505    8.8870 5021.6606    0.0000
  616.83032  -29.7505    8.8859 5021.9038    0.0000
  616.93085  -29.7505    8.8849 5022.1465    0.0000
  617.03137  -29.7505    8.8838 5022.3892    0.0000
  617.13196  -29.7505    8.8828 5022.6323    0.0000
  617.23248  -29.7505    8.8818 5022.8750    0.0000
  617.33301  -29.7505    8.8807 5023.1177    0.0000
  617.43359  -29.7505    8.8797 5023.3618    0.0000
  617.53412  -29.7505    8.8786 5023.6045    0.0000
  617.63464  -29.7505    8.8776 5023.8472    0.0000
  617.73523  -29.7505    8.8765 5024.0898    0.0000
  617.83575  -29.7505    8.8755 5024.3330    0.0000
  617.93628  -29.7505    8.8745 5024.5034    0.0000
  618.03687  -29.7505    8.8734 5024.6089    0.0000
  618.13739  -29.7505    8.8724 5024.7129    0.0000
  618.23792  -29.7505    8.8713 5024.8169    0.0000
  618.33850  -29.7505    8.8703 5024.9204    0.0000
  618.43903  -29.7505    8.8693 5025.0239    0.0000
  618.53955  -29.7505    8.8682 5025.1279    0.0000
  618.64014  -29.7505    8.8672 5025.2334    0.0000
  618.74066  -29.7505    8.8661 5025.3369    0.0000
  618.84119  -29.7505    8.8651 5025.4404    0.0000
  618.94177  -29.7505    8.8640 5025.5444    0.0000
  619.04230  -29.7505    8.8630 5025.6479    0.0000
  619.14282  -29.7505    8.8620 5025.7520    0.0000
  619.24341  -29.7505    8.8609 5025.8555    0.0000
  619.34393  -29.7505    8.8599 5025.9604    0.0000
  619.44446  -29.7505    8.8588 5026.0640    0.0000
  619.54504  -29.7505    8.8578 5026.0933    0.0000
  619.64557  -29.7505    8.8568 5026.0444    0.0000
  619.74615  -29.7505    8.8557 5025.9956    0.0000
  619.84668  -29.7505    8.8547 5025.9468    0.0000
  619.94720  -29.7504    8.8536 5025.8989    0.0000
  620.04779  -29.7504    8.8526 5025.8496    0.0000
  620.14832  -29.7504    8.8515 5025.8008    0.0000
  620.24884  -29.7504    8.8505 5025.7520    0.0000
  620.34943  -29.7504    8.8495 5025.7031    0.0000
  620.44995  -29.7504    8.8484 5025.6543    0.0000
  620.55048  -29.7504    8.8474 5025.6060    0.0000
  620.65106  -29.7504    8.8463 5025.5571    0.0000
  620.75159  -29.7504    8.8453 5025.5083    0.0000
  620.85211  -29.7504    8.8442 5025.4595    0.0000
  620.95270  -29.7504    8.8432 5025.4102    0.0000
  621.05322  -29.7504    8.8422 5025.3613    0.0000
  621.15375  -29.7504    8.8411 5025.3135    0.0000
  621.25433  -29.7504    8.8401 5025.2646    0.0000
  621.35486  -29.7504    8.8390 5025.2163    0.0000
  621.45538  -29.7504    8.8380 5025.1675    0.0000
  621.55597  -29.7504    8.8370 5025.1187    0.0000
  621.65649  -29.7504    8.8359 5025.0703    0.0000
  621.75702  -29.7504    8.8349 5025.0220    0.0000
  621.85760  -29.7504    8.8338 5024.9736    0.0000
  621.95813  -29.7504    8.8328 5024.9248    0.0000
  622.05865  -29.7504    8.8317 5024.8760    0.0000
  622.15924  -29.7504    8.8307 5024.8276    0.0000
  622.25977  -29.7504    8.8297 5024.7788    0.0000
  622.36029  -29.7504    8.8286 5024.7300    0.0000
  622.46088  -29.7504    8.8276 5024.6821    0.0000
  622.56140  -29.7504    8.8265 5024.6333    0.0000
  622.66193  -29.7504    8.8255 5024.5845    0.0000
  622.76251  -29.7504    8.8245 5024.5215    0.0000
  622.86304  -29.7504    8.8234 5024.4458    0.0000
  622.96356  -29.7504    8.8224 5024.3696    0.0000
  623.06415  -29.7504    8.8213 5024.2939    0.0000
  623.16467  -29.7504    8.8203 5024.2178    0.0000
  623.26520  -29.7504    8.8193 5024.1421    0.0000
  623.36578  -29.7504    8.8182 5024.0659    0.0000
  623.46631  -29.7504    8.8172 5023.9897    0.0000
  623.56683  -29.7504    8.8161 5023.9141    0.0000
  623.66742  -29.7504    8.8151 5023.8384    0.0000
  623.76794  -29.7504    8.8140 5023.7627    0.0000
  623.86847  -29.7504    8.8130 5023.6865    0.0000
  623.96906  -29.7504    8.8120 5023.6104    0.0000
  624.06958  -29.7504    8.8109 5023.5342    0.0000
  624.17010  -29.7504    8.8099 5023.4585    0.0000
  624.27069  -29.7504    8.8088 5023.3833    0.0000
  624.37122  -29.7504    8.8078 5023.3442    0.0000
  624.47180  -29.7504    8.8068 5023.3442    0.0000
  624.57233  -29.7504    8.8057 5023.3442    0.0000
  624.67285  -29.7504    8.8047 5023.3442    0.0000
  624.77344  -29.7504    8.8036 5023.3442    0.0000
  624.87396  -29.7504    8.8026 5023.3452    0.0000
  624.97449  -29.7504    8.8015 5023.3452    0.0000
  625.07507  -29.7504    8.8005 5023.3452    0.0000
  625.17560  -29.7504    8.7995 5023.3452    0.0000
  625.27612  -29.7504    8.7984 5023.3452    0.0000
  625.37671  -29.7504    8.7974 5023.3452    0.0000
  625.47723  -29.7504    8.7963 5023.3452    0.0000
  625.57776  -29.7504    8.7953 5023.3457    0.0000
  625.67834  -29.7504    8.7942 5023.3457    0.0000
  625.77887  -29.7504    8.7932 5023.3457    0.0000
  625.87939  -29.7504    8.7922 5023.3457    0.0000
  625.97998  -29.7504    8.7911 5023.3608    0.0000
  626.08051  -29.7504    8.7901 5023.3882    0.0000
  626.18103  -29.7504    8.7890 5023.4160    0.0000
  626.28162  -29.7504    8.7880 5023.4429    0.0000
  626.38214  -29.7504    8.7870 5023.4702    0.0000
  626.48267  -29.7504    8.7859 5023.4976    0.0000
  626.58325  -29.7504    8.7849 5023.5244    0.0000
  626.68378  -29.7504    8.7838 5023.5518    0.0000
  626.78430  -29.7504    8.7828 5023.5796    0.0000
  626.88489  -29.7504    8.7817 5023.6064    0.0000
  626.98541  -29.7504    8.7807 5023.6338    0.0000
  627.08594  -29.7504    8.7797 5023.6606    0.0000
  627.18652  -29.7504    8.7786 5023.6880    0.0000
  627.28705  -29.7504    8.7776 5023.7153    0.0000
  627.38757  -29.7504    8.7765 5023.7427    0.0000
  627.48816  -29.7504    8.7755 5023.7695    0.0000
  627.58868  -29.7504    8.7745 5023.7827    0.0000
  627.68921  -29.7504    8.7734 5023.7827    0.0000
  627.78979  -29.7504    8.7724 5023.7827    0.0000
  627.89032  -29.7504    8.7713 5023.7827    0.0000
  627.99084  -29.7504    8.7703 5023.7832    0.0000
  628.09143  -29.7504    8.7692 5023.7832    0.0000
  628.19196  -29.7504    8.7682 5023.7832    0.0000
  628.29248  -29.7504    8.7672 5023.7832    0.0000
  628.39307  -29.7504    8.7661 5023.7832    0.0000
  628.49359  -29.7504    8.7651 5023.7832    0.0000
  628.59412  -29.7504    8.7640 5023.7832    0.0000
  628.69470  -29.7504    8.7630 5023.7832    0.0000
  628.79523  -29.7504    8.7620 5023.7832    0.0000
  628.89581  -29.7504    8.7609 5023.7832    0.0000
  628.99634  -29.7504    8.7599 5023.7832    0.0000
  629.09686  -29.7504    8.7588 5023.7832    0.0000
  629.19745  -29.7504    8.7578 5023.7832    0.0000
  629.29797  -29.7504    8.7568 5023.7837    0.0000
  629.39850  -29.7504    8.7557 5023.7837    0.0000
  629.49908  -29.7504    8.7547 5023.7837    0.0000
  629.59961  -29.7504    8.7536 5023.7837    0.0000
  629.70013  -29.7504    8.7526 5023.7837    0.0000
  629.80072  -29.7504    8.7515 5023.7837    0.0000
  629.90125  -29.7504    8.7505 5023.7837    0.0000
  630.00177  -29.7504    8.7495 5023.7837    0.0000
  630.10236  -29.7504    8.7484 5023.7837    0.0000
  630.20288  -29.7504    8.7474 5023.7837    0.0000
  630.30341  -29.7504    8.7463 5023.7837    0.0000
  630.40399  -29.7504    8.7453 5023.7837    0.0000
  630.50452  -29.7504    8.7443 5023.7842    0.0000
  630.60504  -29.7504    8.7432 5023.7842    0.0000
  630.70563  -29.7504    8.7422 5023.7842    0.0000
  630.80615  -29.7504    8.7411 5023.7690    0.0000
  630.90668  -29.7504    8.7401 5023.7422    0.0000
  631.00726  -29.7504    8.7390 5023.7153    0.0000
  631.10779  -29.7504    8.7380 5023.6885    0.0000
  631.20831  -29.7504    8.7370 5023.6616    0.0000
  631.30890  -29.7504    8.7359 5023.6348    0.0000
  631.40942  -29.7504    8.7349 5023.6079    0.0000
  631.50995  -29.7504    8.7338 5023.5811    0.0000
  631.61053  -29.7504    8.7328 5023.5542    0.0000
  631.71106  -29.7504    8.7317 5023.5273    0.0000
  631.81158  -29.7504    8.7307 5023.5010    0.0000
  631.91217  -29.7504    8.7297 5023.4741    0.0000
  632.01270  -29.7504    8.7286 5023.4473    0.0000
  632.11322  -29.7504    8.7276 5023.4204    0.0000
  632.21381  -29.7504    8.7265 5023.3936    0.0000
  632.31433  -29.7504    8.7255 5023.3667    0.0000
  632.41486  -29.7504    8.7245 5024.3647    0.0000
  632.51544  -29.7504    8.7234 5026.3096    0.0000
  632.61597  -29.7504    8.7224 5028.2534    0.0000
  632.71649  -29.7504    8.7213 5030.1968    0.0000
  632.81708  -29.7504    8.7203 5032.1416    0.0000
  632.91760  -29.7504    8.7192 5034.0854    0.0000
  633.01813  -29.7504    8.7182 5036.0269    0.0000
  633.11871  -29.7504    8.7172 5037.9697    0.0000
  633.21924  -29.7504    8.7161 5039.9146    0.0000
  633.31976  -29.7504    8.7151 5041.8579    0.0000
  633.42035  -29.7504    8.7140 5043.8008    0.0000
  633.52087  -29.7504    8.7130 5045.7437    0.0000
  633.62146  -29.7504    8.7120 5047.6846    0.0000
  633.72198  -29.7504    8.7109 5049.6270    0.0000
  633.82251  -29.7504    8.7099 5051.5698    0.0000
  633.92310  -29.7504    8.7088 5053.5122    0.0000
  634.02362  -29.7504    8.7078 5053.7373    0.0000
  634.12415  -29.7504    8.7067 5052.1592    0.0000
  634.22473  -29.7504    8.7057 5050.5811    0.0000
  634.32526  -29.7504    8.7047 5048.9976    0.0000
  634.42578  -29.7504    8.7036 5047.4204    0.0000
  634.52637  -29.7504    8.7026 5045.8428    0.0000
  634.62689  -29.7504    8.7015 5044.2651    0.0000
  634.72742  -29.7504    8.7005 5042.6860    0.0000
  634.82800  -29.7504    8.6995 5041.1089    0.0000
  634.92853  -29.7504    8.6984 5039.5293    0.0000
  635.02905  -29.7504    8.6974 5037.9521    0.0000
  635.12964  -29.7504    8.6963 5036.3735    0.0000
  635.23016  -29.7504    8.6953 5034.7964    0.0000
  635.33069  -29.7504    8.6943 5033.2197    0.0000
  635.43127  -29.7504    8.6932 5031.6411    0.0000
  635.53180  -29.7504    8.6922 5030.0645    0.0000
  635.63232  -29.7504    8.6911 5029.9707    0.0000
  635.73291  -29.7504    8.6901 5031.0796    0.0000
  635.83344  -29.7504    8.6890 5032.1895    0.0000
  635.93396  -29.7504    8.6880 5033.2979    0.0000
  636.03455  -29.7504    8.6870 5034.4067    0.0000
  636.13507  -29.7504    8.6859 5035.5151    0.0000
  636.23560  -29.7504    8.6849 5036.6250    0.0000
  636.33618  -29.7504    8.6838 5037.7334    0.0000
  636.43671  -29.7504    8.6828 5038.8418    0.0000
  636.53723  -29.7504    8.6818 5039.9507    0.0000
  636.63782  -29.7504    8.6807 5041.0601    0.0000
  636.73834  -29.7504    8.6797 5042.1670    0.0000
  636.83887  -29.7504    8.6786 5043.2754    0.0000
  636.93945  -29.7504    8.6776 5044.3848    0.0000
  637.03998  -29.7504    8.6765 5045.4932    0.0000
  637.14050  -29.7504    8.6755 5046.6016    0.0000
  637.24109  -29.7504    8.6745 5047.0156    0.0000
  637.34161  -29.7504    8.6734 5046.7881    0.0000
  637.44214  -29.7504    8.6724 5046.5586    0.0000
  637.54272  -29.7504    8.6713 5046.3315    0.0000
  637.64325  -29.7504    8.6703 5046.1050    0.0000
  637.74377  -29.7504    8.6692 5045.8774    0.0000
  637.84436  -29.7504    8.6682 5045.6509    0.0000
  637.94489  -29.7504    8.6672 5045.4238    0.0000
  638.04541  -29.7504    8.6661 5045.1948    0.0000
  638.14600  -29.7504    8.6651 5044.9673    0.0000
  638.24652  -29.7504    8.6640 5044.7407    0.0000
  638.34711  -29.7504    8.6630 5044.5137    0.0000
  638.44763  -29.7504    8.6620 5044.2866    0.0000
  638.54816  -29.7504    8.6609 5044.0596    0.0000
  638.64874  -29.7504    8.6599 5043.8311    0.0000
  638.74927  -29.7504    8.6588 5043.6040    0.0000
  638.84979  -29.7504    8.6578 5043.5249    0.0000
  638.95038  -29.7504    8.6567 5043.6011    0.0000
  639.05090  -29.7504    8.6557 5043.6772    0.0000
  639.15143  -29.7504    8.6547 5043.7534    0.0000
  639.25201  -29.7504    8.6536 5043.8276    0.0000
  639.35254  -29.7504    8.6526 5043.9033    0.0000
  639.45306  -29.7504    8.6515 5043.9795    0.0000
  639.55365  -29.7504    8.6505 5044.0557    0.0000
  639.65417  -29.7504    8.6495 5044.1318    0.0000
  639.75470  -29.7504    8.6484 5044.2080    0.0000
  639.85529  -29.7504    8.6474 5044.2817    0.0000
  639.95581  -29.7504    8.6463 5044.3579    0.0000
  640.05634  -29.7504    8.6453 5044.4341    0.0000
  640.15692  -29.7504    8.6442 5044.5103    0.0000
  640.25745  -29.7504    8.6432 5044.5859    0.0000
  640.35797  -29.7504    8.6422 5044.6621    0.0000
  640.45856  -29.7504    8.6411 5044.7192    0.0000
  640.55908  -29.7504    8.6401 5044.7588    0.0000
  640.65961  -29.7504    8.6390 5044.8008    0.0000
  640.76019  -29.7504    8.6380 5044.8428    0.0000
  640.86072  -29.7504    8.6370 5044.8843    0.0000
  640.96124  -29.7504    8.6359 5044.9263    0.0000
  641.06183  -29.7504    8.6349 5044.9683    0.0000
  641.16235  -29.7504    8.6338 5045.0093    0.0000
  641.26288  -29.7504    8.6328 5045.0513    0.0000
  641.36346  -29.7504    8.6318 5045.0933    0.0000
  641.46399  -29.7504    8.6307 5045.1353    0.0000
  641.56451  -29.7504    8.6297 5045.1772    0.0000
  641.66510  -29.7504    8.6286 5045.2192    0.0000
  641.76562  -29.7504    8.6276 5045.2617    0.0000
  641.86615  -29.7504    8.6265 5045.3037    0.0000
  641.96674  -29.7504    8.6255 5045.3462    0.0000
  642.06726  -29.7504    8.6245 5045.1855    0.0000
  642.16779  -29.7504    8.6234 5044.8374    0.0000
  642.26837  -29.7504    8.6224 5044.4893    0.0000
  642.36890  -29.7504    8.6213 5044.1421    0.0000
  642.46942  -29.7504    8.6203 5043.7944    0.0000
  642.57001  -29.7504    8.6192 5043.4463    0.0000
  642.67053  -29.7504    8.6182 5043.0986    0.0000
  642.77112  -29.7504    8.6172 5042.7505    0.0000
  642.87164  -29.7504    8.6161 5042.4028    0.0000
  642.97217  -29.7504    8.6151 5042.0552    0.0000
  643.07275  -29.7504    8.6140 5041.7070    0.0000
  643.17328  -29.7504    8.6130 5041.3594    0.0000
  643.27380  -29.7504    8.6120 5041.0112    0.0000
  643.37439  -29.7504    8.6109 5040.6631    0.0000
  643.47491  -29.7504    8.6099 5040.3154    0.0000
  643.57544  -29.7504    8.6088 5039.9673    0.0000
  643.67603  -29.7504    8.6078 5039.8252    0.0000
  643.77655  -29.7504    8.6067 5039.8979    0.0000
  643.87708  -29.7504    8.6057 5039.9702    0.0000
  643.97766  -29.7504    8.6047 5040.0430    0.0000
  644.07819  -29.7504    8.6036 5040.1157    0.0000
  644.17871  -29.7504    8.6026 5040.1885    0.0000
  644.27930  -29.7504    8.6015 5040.2617    0.0000
  644.37982  -29.7504    8.6005 5040.3345    0.0000
  644.48035  -29.7504    8.5995 5040.4072    0.0000
  644.58093  -29.7504    8.5984 5040.4800    0.0000
  644.68146  -29.7504    8.5974 5040.5527    0.0000
  644.78198  -29.7504    8.5963 5040.6255    0.0000
  644.88257  -29.7504    8.5953 5040.6992    0.0000
  644.98309  -29.7504    8.5942 5040.7720    0.0000
  645.08362  -29.7504    8.5932 5040.8447    0.0000
  645.18420  -29.7504    8.5922 5040.9180    0.0000
  645.28473  -29.7504    8.5911 5040.8413    0.0000
  645.38525  -29.7504    8.5901 5040.6445    0.0000
  645.48584  -29.7504    8.5890 5040.4482    0.0000
  645.58636  -29.7504    8.5880 5040.2510    0.0000
  645.68689  -29.7504    8.5870 5040.0542    0.0000
  645.78748  -29.7504    8.5859 5039.8569    0.0000
  645.88800  -29.7504    8.5849 5039.6597    0.0000
  645.98853  -29.7504    8.5838 5039.4624    0.0000
  646.08911  -29.7504    8.5828 5039.2661    0.0000
  646.18964  -29.7504    8.5817 5039.0688    0.0000
  646.29016  -29.7504    8.5807 5038.8716    0.0000
  646.39075  -29.7504    8.5797 5038.6743    0.0000
  646.49127  -29.7504    8.5786 5038.4771    0.0000
  646.59180  -29.7504    8.5776 5038.2798    0.0000
  646.69238  -29.7504    8.5765 5038.0825    0.0000
  646.79291  -29.7504    8.5755 5037.8853    0.0000
  646.89343  -29.7504    8.5745 5037.6865    0.0000
  646.99402  -29.7504    8.5734 5037.4868    0.0000
  647.09454  -29.7504    8.5724 5037.2861    0.0000
  647.19507  -29.7504    8.5713 5037.0864    0.0000
  647.29565  -29.7504    8.5703 5036.8862    0.0000
  647.39618  -29.7504    8.5693 5036.6865    0.0000
  647.49677  -29.7504    8.5682 5036.4858    0.0000
  647.59729  -29.7504    8.5672 5036.2861    0.0000
  647.69781  -29.7504    8.5661 5036.0859    0.0000
  647.79840  -29.7504    8.5651 5035.8857    0.0000
  647.89893  -29.7504    8.5640 5035.6855    0.0000
  647.99945  -29.7504    8.5630 5035.4858    0.0000
  648.10004  -29.7504    8.5620 5035.2856    0.0000
  648.20056  -29.7504    8.5609 5035.0854    0.0000
  648.30109  -29.7504    8.5599 5034.8853    0.0000
  648.40167  -29.7504    8.5588 5034.6851    0.0000
  648.50220  -29.7504    8.5578 5034.5342    0.0000
  648.60272  -29.7504    8.5567 5034.4355    0.0000
  648.70331  -29.7504    8.5557 5034.3359    0.0000
  648.80383  -29.7504    8.5547 5034.2368    0.0000
  648.90436  -29.7504    8.5536 5034.1372    0.0000
  649.00494  -29.7504    8.5526 5034.0381    0.0000
  649.10547  -29.7504    8.5515 5033.9385    0.0000
  649.20599  -29.7504    8.5505 5033.8398    0.0000
  649.30658  -29.7504    8.5495 5033.7402    0.0000
  649.40710  -29.7504    8.5484 5033.6406    0.0000
  649.50763  -29.7504    8.5474 5033.5415    0.0000
  649.60822  -29.7504    8.5463 5033.4419    0.0000
  649.70874  -29.7504    8.5453 5033.3428    0.0000
  649.80927  -29.7504    8.5442 5033.2432    0.0000
  649.90985  -29.7504    8.5432 5033.1440    0.0000
  650.01038  -29.7504    8.5422 5033.0444    0.0000
  650.11090  -29.7504    8.5411 5033.0273    0.0000
  650.21149  -29.7504    8.5401 5033.0767    0.0000
  650.31201  -29.7504    8.5390 5033.1260    0.0000
  650.41254  -29.7504    8.5380 5033.1753    0.0000
  650.51312  -29.7504    8.5370 5033.2251    0.0000
  650.61365  -29.7504    8.5359 5033.2744    0.0000
  650.71417  -29.7504    8.5349 5033.3237    0.0000
  650.81476  -29.7504    8.5338 5033.3735    0.0000
  650.91528  -29.7504    8.5328 5033.4229    0.0000
  651.01581  -29.7504    8.5317 5033.4722    0.0000
  651.11639  -29.7504    8.5307 5033.5220    0.0000
  651.21692  -29.7504    8.5297 5033.5713    0.0000
  651.31744  -29.7504    8.5286 5033.6206    0.0000
  651.41803  -29.7504    8.5276 5033.6699    0.0000
  651.51855  -29.7504    8.5265 5033.7197    0.0000
  651.61908  -29.7504    8.5255 5033.7690    0.0000
  651.71967  -29.7504    8.5245 5033.8320    0.0000
  651.82019  -29.7504    8.5234 5033.9072    0.0000
  651.92072  -29.7504    8.5224 5033.9829    0.0000
  652.02130  -29.7504    8.5213 5034.0581    0.0000
  652.12183  -29.7504    8.5203 5034.1333    0.0000
  652.22241  -29.7504    8.5192 5034.2085    0.0000
  652.32294  -29.7503    8.5182 5034.2842    0.0000
  652.42346  -29.7503    8.5172 5034.3594    0.0000
  652.52405  -29.7503    8.5161 5034.4346    0.0000
  652.62457  -29.7503    8.5151 5034.5098    0.0000
  652.72510  -29.7503    8.5140 5034.5850    0.0000
  652.82568  -29.7503    8.5130 5034.6606    0.0000
  652.92621  -29.7503    8.5120 5034.7358    0.0000
  653.02673  -29.7503    8.5109 5034.8110    0.0000
  653.12732  -29.7503    8.5099 5034.8862    0.0000
  653.22784  -29.7503    8.5088 5034.9614    0.0000
  653.32837  -29.7503    8.5078 5035.0737    0.0000
  653.42896  -29.7503    8.5068 5035.2251    0.0000
  653.52948  -29.7503    8.5057 5035.3770    0.0000
  653.63000  -29.7503    8.5047 5035.5283    0.0000
  653.73059  -29.7503    8.5036 5035.6792    0.0000
