     R         lat       lng     Depth    SMdepth
 2346.73071  -30.0171   -8.8891 3826.2363    0.0000
 2346.83081  -30.0171   -8.8901 3828.2905    0.0000
 2346.93091  -30.0171   -8.8912 3830.3435    0.0000
 2347.03125  -30.0171   -8.8922 3831.5559    0.0000
 2347.13135  -30.0171   -8.8932 3831.8889    0.0000
 2347.23145  -30.0171   -8.8943 3832.2219    0.0000
 2347.33179  -30.0171   -8.8953 3832.5554    0.0000
 2347.43188  -30.0171   -8.8964 3832.8884    0.0000
 2347.53198  -30.0171   -8.8974 3833.2217    0.0000
 2347.63208  -30.0171   -8.8985 3833.5544    0.0000
 2347.73242  -30.0171   -8.8995 3833.8875    0.0000
 2347.83252  -30.0171   -8.9005 3834.2202    0.0000
 2347.93262  -30.0172   -8.9016 3834.5530    0.0000
 2348.03271  -30.0172   -8.9026 3834.8857    0.0000
 2348.13306  -30.0172   -8.9037 3835.2183    0.0000
 2348.23315  -30.0172   -8.9047 3835.5508    0.0000
 2348.33325  -30.0172   -8.9057 3835.8831    0.0000
 2348.43335  -30.0172   -8.9068 3836.2156    0.0000
 2348.53369  -30.0172   -8.9078 3836.5476    0.0000
 2348.63379  -30.0172   -8.9089 3837.3169    0.0000
 2348.73389  -30.0172   -8.9099 3838.6450    0.0000
 2348.83398  -30.0172   -8.9109 3839.9734    0.0000
 2348.93433  -30.0172   -8.9120 3841.3018    0.0000
 2349.03442  -30.0172   -8.9130 3842.6316    0.0000
 2349.13452  -30.0172   -8.9141 3843.9604    0.0000
 2349.23486  -30.0172   -8.9151 3845.2913    0.0000
 2349.33496  -30.0172   -8.9161 3846.6206    0.0000
 2349.43506  -30.0172   -8.9172 3847.9526    0.0000
 2349.53516  -30.0172   -8.9182 3849.2825    0.0000
 2349.63550  -30.0172   -8.9193 3850.6157    0.0000
 2349.73560  -30.0172   -8.9203 3851.9458    0.0000
 2349.83569  -30.0172   -8.9213 3853.2803    0.0000
 2349.93579  -30.0172   -8.9224 3854.6106    0.0000
 2350.03613  -30.0172   -8.9234 3855.9463    0.0000
 2350.13623  -30.0172   -8.9245 3857.2771    0.0000
 2350.23633  -30.0172   -8.9255 3858.9597    0.0000
 2350.33643  -30.0172   -8.9265 3861.0051    0.0000
 2350.43677  -30.0172   -8.9276 3863.0552    0.0000
 2350.53687  -30.0172   -8.9286 3865.1001    0.0000
 2350.63696  -30.0172   -8.9297 3867.1450    0.0000
 2350.73730  -30.0172   -8.9307 3869.1936    0.0000
 2350.83740  -30.0172   -8.9317 3871.2380    0.0000
 2350.93750  -30.0172   -8.9328 3873.2854    0.0000
 2351.03760  -30.0172   -8.9338 3875.3296    0.0000
 2351.13794  -30.0172   -8.9349 3877.3777    0.0000
 2351.23804  -30.0172   -8.9359 3879.4214    0.0000
 2351.33813  -30.0172   -8.9369 3881.4666    0.0000
 2351.43823  -30.0172   -8.9380 3883.5100    0.0000
 2351.53857  -30.0172   -8.9390 3885.5540    0.0000
 2351.63867  -30.0172   -8.9401 3887.5967    0.0000
 2351.73877  -30.0172   -8.9411 3889.6396    0.0000
 2351.83887  -30.0172   -8.9422 3889.5439    0.0000
 2351.93921  -30.0172   -8.9432 3886.6648    0.0000
 2352.03931  -30.0172   -8.9442 3883.7859    0.0000
 2352.13940  -30.0172   -8.9453 3880.9065    0.0000
 2352.23950  -30.0172   -8.9463 3878.0276    0.0000
 2352.33984  -30.0172   -8.9474 3875.1487    0.0000
 2352.43994  -30.0172   -8.9484 3872.2695    0.0000
 2352.54004  -30.0172   -8.9494 3869.3906    0.0000
 2352.64038  -30.0172   -8.9505 3866.5115    0.0000
 2352.74048  -30.0172   -8.9515 3863.6326    0.0000
 2352.84058  -30.0172   -8.9526 3860.7534    0.0000
 2352.94067  -30.0172   -8.9536 3857.8745    0.0000
 2353.04102  -30.0172   -8.9546 3854.9954    0.0000
 2353.14111  -30.0172   -8.9557 3852.1165    0.0000
 2353.24121  -30.0172   -8.9567 3849.2373    0.0000
 2353.34131  -30.0172   -8.9578 3846.3584    0.0000
 2353.44165  -30.0172   -8.9588 3845.4648    0.0000
 2353.54175  -30.0172   -8.9598 3846.7229    0.0000
 2353.64185  -30.0172   -8.9609 3847.9802    0.0000
 2353.74194  -30.0172   -8.9619 3849.2383    0.0000
 2353.84229  -30.0172   -8.9630 3850.4949    0.0000
 2353.94238  -30.0172   -8.9640 3851.7527    0.0000
 2354.04248  -30.0172   -8.9650 3853.0085    0.0000
 2354.14282  -30.0172   -8.9661 3854.2661    0.0000
 2354.24292  -30.0172   -8.9671 3855.5237    0.0000
 2354.34302  -30.0172   -8.9682 3856.7788    0.0000
 2354.44312  -30.0172   -8.9692 3858.0361    0.0000
 2354.54346  -30.0172   -8.9702 3859.2905    0.0000
 2354.64355  -30.0172   -8.9713 3860.5476    0.0000
 2354.74365  -30.0172   -8.9723 3861.8015    0.0000
 2354.84375  -30.0172   -8.9734 3863.0583    0.0000
 2354.94409  -30.0172   -8.9744 3864.3115    0.0000
 2355.04419  -30.0172   -8.9754 3867.4895    0.0000
 2355.14429  -30.0172   -8.9765 3873.2178    0.0000
 2355.24438  -30.0172   -8.9775 3878.9495    0.0000
 2355.34473  -30.0172   -8.9786 3884.6777    0.0000
 2355.44482  -30.0172   -8.9796 3890.4097    0.0000
 2355.54492  -30.0172   -8.9806 3896.1377    0.0000
 2355.64502  -30.0172   -8.9817 3901.8696    0.0000
 2355.74536  -30.0172   -8.9827 3907.5979    0.0000
 2355.84546  -30.0172   -8.9838 3913.3296    0.0000
 2355.94556  -30.0172   -8.9848 3919.0615    0.0000
 2356.04590  -30.0172   -8.9859 3924.7898    0.0000
 2356.14600  -30.0172   -8.9869 3930.5215    0.0000
 2356.24609  -30.0172   -8.9879 3936.2498    0.0000
 2356.34619  -30.0172   -8.9890 3941.9817    0.0000
 2356.44653  -30.0172   -8.9900 3947.7097    0.0000
 2356.54663  -30.0172   -8.9911 3953.4417    0.0000
 2356.64673  -30.0172   -8.9921 3956.3484    0.0000
 2356.74683  -30.0172   -8.9931 3954.6309    0.0000
 2356.84717  -30.0172   -8.9942 3952.9099    0.0000
 2356.94727  -30.0172   -8.9952 3951.1926    0.0000
 2357.04736  -30.0172   -8.9963 3949.4727    0.0000
 2357.14746  -30.0172   -8.9973 3947.7556    0.0000
 2357.24780  -30.0172   -8.9983 3946.0364    0.0000
 2357.34790  -30.0172   -8.9994 3944.3196    0.0000
 2357.44800  -30.0172   -9.0004 3942.6013    0.0000
 2357.54810  -30.0172   -9.0015 3940.8848    0.0000
 2357.64844  -30.0172   -9.0025 3939.1682    0.0000
 2357.74854  -30.0172   -9.0035 3937.4512    0.0000
 2357.84863  -30.0172   -9.0046 3935.7349    0.0000
 2357.94897  -30.0172   -9.0056 3934.0186    0.0000
 2358.04907  -30.0172   -9.0067 3932.3025    0.0000
 2358.14917  -30.0172   -9.0077 3930.5872    0.0000
 2358.24927  -30.0172   -9.0087 3928.5859    0.0000
 2358.34961  -30.0172   -9.0098 3926.0020    0.0000
 2358.44971  -30.0172   -9.0108 3923.4167    0.0000
 2358.54980  -30.0172   -9.0119 3920.8335    0.0000
 2358.64990  -30.0172   -9.0129 3918.2488    0.0000
 2358.75024  -30.0172   -9.0139 3915.6663    0.0000
 2358.85034  -30.0172   -9.0150 3913.0818    0.0000
 2358.95044  -30.0173   -9.0160 3910.5005    0.0000
 2359.05054  -30.0173   -9.0171 3907.9163    0.0000
 2359.15088  -30.0173   -9.0181 3905.3359    0.0000
 2359.25098  -30.0173   -9.0191 3902.7522    0.0000
 2359.35107  -30.0173   -9.0202 3900.1682    0.0000
 2359.45142  -30.0173   -9.0212 3897.5891    0.0000
 2359.55151  -30.0173   -9.0223 3895.0056    0.0000
 2359.65161  -30.0173   -9.0233 3892.4272    0.0000
 2359.75171  -30.0173   -9.0243 3889.8442    0.0000
 2359.85205  -30.0173   -9.0254 3887.7834    0.0000
 2359.95215  -30.0173   -9.0264 3886.5830    0.0000
 2360.05225  -30.0173   -9.0275 3885.3889    0.0000
 2360.15234  -30.0173   -9.0285 3884.1887    0.0000
 2360.25269  -30.0173   -9.0296 3882.9946    0.0000
 2360.35278  -30.0173   -9.0306 3881.7944    0.0000
 2360.45288  -30.0173   -9.0316 3880.6006    0.0000
 2360.55298  -30.0173   -9.0327 3879.4006    0.0000
 2360.65332  -30.0173   -9.0337 3878.2070    0.0000
 2360.75342  -30.0173   -9.0348 3877.0071    0.0000
 2360.85352  -30.0173   -9.0358 3875.8140    0.0000
 2360.95361  -30.0173   -9.0368 3874.6140    0.0000
 2361.05396  -30.0173   -9.0379 3873.4141    0.0000
 2361.15405  -30.0173   -9.0389 3872.2212    0.0000
 2361.25415  -30.0173   -9.0400 3871.0212    0.0000
 2361.35449  -30.0173   -9.0410 3869.8286    0.0000
 2361.45459  -30.0173   -9.0420 3868.9041    0.0000
 2361.55469  -30.0173   -9.0431 3868.5630    0.0000
 2361.65479  -30.0173   -9.0441 3868.2151    0.0000
 2361.75513  -30.0173   -9.0452 3867.8743    0.0000
 2361.85522  -30.0173   -9.0462 3867.5264    0.0000
 2361.95532  -30.0173   -9.0472 3867.1858    0.0000
 2362.05542  -30.0173   -9.0483 3866.8379    0.0000
 2362.15576  -30.0173   -9.0493 3866.4973    0.0000
 2362.25586  -30.0173   -9.0504 3866.1492    0.0000
 2362.35596  -30.0173   -9.0514 3865.8088    0.0000
 2362.45605  -30.0173   -9.0524 3865.4609    0.0000
 2362.55640  -30.0173   -9.0535 3865.1208    0.0000
 2362.65649  -30.0173   -9.0545 3864.7732    0.0000
 2362.75659  -30.0173   -9.0556 3864.4253    0.0000
 2362.85693  -30.0173   -9.0566 3864.0854    0.0000
 2362.95703  -30.0173   -9.0576 3863.7375    0.0000
 2363.05713  -30.0173   -9.0587 3861.8518    0.0000
 2363.15723  -30.0173   -9.0597 3857.3191    0.0000
 2363.25757  -30.0173   -9.0608 3852.7939    0.0000
 2363.35767  -30.0173   -9.0618 3848.2610    0.0000
 2363.45776  -30.0173   -9.0628 3843.7358    0.0000
 2363.55786  -30.0173   -9.0639 3839.2029    0.0000
 2363.65820  -30.0173   -9.0649 3834.6772    0.0000
 2363.75830  -30.0173   -9.0660 3830.1443    0.0000
 2363.85840  -30.0173   -9.0670 3825.6184    0.0000
 2363.95850  -30.0173   -9.0680 3821.0852    0.0000
 2364.05884  -30.0173   -9.0691 3816.5591    0.0000
 2364.15894  -30.0173   -9.0701 3812.0259    0.0000
 2364.25903  -30.0173   -9.0712 3807.4998    0.0000
 2364.35913  -30.0173   -9.0722 3802.9663    0.0000
 2364.45947  -30.0173   -9.0733 3798.4397    0.0000
 2364.55957  -30.0173   -9.0743 3793.9065    0.0000
 2364.65967  -30.0173   -9.0753 3790.4153    0.0000
 2364.76001  -30.0173   -9.0764 3789.1572    0.0000
 2364.86011  -30.0173   -9.0774 3787.8928    0.0000
 2364.96021  -30.0173   -9.0785 3786.6343    0.0000
 2365.06030  -30.0173   -9.0795 3785.3696    0.0000
 2365.16064  -30.0173   -9.0805 3784.1101    0.0000
 2365.26074  -30.0173   -9.0816 3782.8452    0.0000
 2365.36084  -30.0173   -9.0826 3781.5852    0.0000
 2365.46094  -30.0173   -9.0837 3780.3201    0.0000
 2365.56128  -30.0173   -9.0847 3779.0591    0.0000
 2365.66138  -30.0173   -9.0857 3777.7937    0.0000
 2365.76147  -30.0173   -9.0868 3776.5322    0.0000
 2365.86157  -30.0173   -9.0878 3775.2664    0.0000
 2365.96191  -30.0173   -9.0889 3774.0042    0.0000
 2366.06201  -30.0173   -9.0899 3772.7383    0.0000
 2366.16211  -30.0173   -9.0909 3771.4751    0.0000
 2366.26221  -30.0173   -9.0920 3770.5073    0.0000
 2366.36255  -30.0173   -9.0930 3770.3538    0.0000
 2366.46265  -30.0173   -9.0941 3770.2026    0.0000
 2366.56274  -30.0173   -9.0951 3770.0491    0.0000
 2366.66309  -30.0173   -9.0961 3769.8979    0.0000
 2366.76318  -30.0173   -9.0972 3769.7444    0.0000
 2366.86328  -30.0173   -9.0982 3769.5930    0.0000
 2366.96338  -30.0173   -9.0993 3769.4395    0.0000
 2367.06372  -30.0173   -9.1003 3769.2878    0.0000
 2367.16382  -30.0173   -9.1013 3769.1340    0.0000
 2367.26392  -30.0173   -9.1024 3768.9824    0.0000
 2367.36401  -30.0173   -9.1034 3768.8286    0.0000
 2367.46436  -30.0173   -9.1045 3768.6770    0.0000
 2367.56445  -30.0173   -9.1055 3768.5232    0.0000
 2367.66455  -30.0173   -9.1065 3768.3713    0.0000
 2367.76465  -30.0173   -9.1076 3768.2173    0.0000
 2367.86499  -30.0173   -9.1086 3768.8560    0.0000
 2367.96509  -30.0173   -9.1097 3772.3364    0.0000
 2368.06543  -30.0173   -9.1107 3775.7856    0.0000
 2368.16553  -30.0173   -9.1117 3779.2380    0.0000
 2368.26587  -30.0172   -9.1128 3782.6907    0.0000
 2368.36597  -30.0172   -9.1138 3786.1467    0.0000
 2368.46631  -30.0172   -9.1149 3789.6028    0.0000
 2368.56641  -30.0171   -9.1159 3793.0623    0.0000
 2368.66675  -30.0171   -9.1170 3796.5220    0.0000
 2368.76709  -30.0171   -9.1180 3799.9834    0.0000
 2368.86719  -30.0170   -9.1190 3803.4480    0.0000
 2368.96753  -30.0170   -9.1201 3806.9131    0.0000
 2369.06763  -30.0170   -9.1211 3810.3811    0.0000
 2369.16797  -30.0169   -9.1222 3813.8496    0.0000
 2369.26807  -30.0169   -9.1232 3817.3213    0.0000
 2369.36841  -30.0169   -9.1242 3820.7932    0.0000
 2369.46875  -30.0168   -9.1253 3823.9695    0.0000
 2369.56885  -30.0168   -9.1263 3826.3140    0.0000
 2369.66919  -30.0168   -9.1274 3828.6580    0.0000
 2369.76929  -30.0167   -9.1284 3831.0034    0.0000
 2369.86963  -30.0167   -9.1294 3833.3486    0.0000
 2369.96973  -30.0167   -9.1305 3835.6953    0.0000
 2370.07007  -30.0166   -9.1315 3838.0415    0.0000
 2370.17041  -30.0166   -9.1326 3840.3884    0.0000
 2370.27051  -30.0166   -9.1336 3842.7371    0.0000
 2370.37085  -30.0165   -9.1346 3845.0850    0.0000
 2370.47095  -30.0165   -9.1357 3847.4346    0.0000
 2370.57129  -30.0165   -9.1367 3849.7839    0.0000
 2370.67139  -30.0164   -9.1378 3852.1345    0.0000
 2370.77173  -30.0164   -9.1388 3854.4849    0.0000
 2370.87207  -30.0164   -9.1398 3856.8359    0.0000
 2370.97217  -30.0163   -9.1409 3859.1885    0.0000
 2371.07251  -30.0163   -9.1419 3861.3020    0.0000
 2371.17261  -30.0163   -9.1430 3862.5332    0.0000
 2371.27295  -30.0162   -9.1440 3863.7654    0.0000
 2371.37305  -30.0162   -9.1450 3864.9973    0.0000
 2371.47339  -30.0162   -9.1461 3866.2229    0.0000
 2371.57373  -30.0161   -9.1471 3867.4519    0.0000
 2371.67383  -30.0161   -9.1482 3868.6855    0.0000
 2371.77417  -30.0161   -9.1492 3869.9216    0.0000
 2371.87427  -30.0160   -9.1502 3871.1619    0.0000
 2371.97461  -30.0160   -9.1513 3872.4050    0.0000
 2372.07471  -30.0160   -9.1523 3873.6521    0.0000
 2372.17505  -30.0159   -9.1534 3874.9021    0.0000
 2372.27539  -30.0159   -9.1544 3876.1558    0.0000
 2372.37549  -30.0159   -9.1554 3877.4131    0.0000
 2372.47583  -30.0158   -9.1565 3878.6736    0.0000
 2372.57593  -30.0158   -9.1575 3879.9377    0.0000
 2372.67627  -30.0158   -9.1586 3880.6577    0.0000
 2372.77637  -30.0157   -9.1596 3878.5432    0.0000
 2372.87671  -30.0157   -9.1606 3876.4314    0.0000
 2372.97705  -30.0157   -9.1617 3874.3218    0.0000
 2373.07715  -30.0156   -9.1627 3872.2141    0.0000
 2373.17749  -30.0156   -9.1638 3870.1094    0.0000
 2373.27759  -30.0156   -9.1648 3868.0063    0.0000
 2373.37793  -30.0155   -9.1659 3865.9060    0.0000
 2373.47803  -30.0155   -9.1669 3863.8076    0.0000
 2373.57837  -30.0155   -9.1679 3861.7122    0.0000
 2373.67871  -30.0154   -9.1690 3859.6189    0.0000
 2373.77881  -30.0154   -9.1700 3857.5273    0.0000
 2373.87915  -30.0154   -9.1711 3855.4390    0.0000
 2373.97925  -30.0153   -9.1721 3853.3521    0.0000
 2374.07959  -30.0153   -9.1731 3851.2681    0.0000
 2374.17969  -30.0153   -9.1742 3849.1858    0.0000
 2374.28003  -30.0152   -9.1752 3846.9871    0.0000
 2374.38037  -30.0152   -9.1763 3844.3350    0.0000
 2374.48047  -30.0152   -9.1773 3841.6863    0.0000
 2374.58081  -30.0151   -9.1783 3839.0435    0.0000
 2374.68091  -30.0151   -9.1794 3836.4038    0.0000
 2374.78125  -30.0151   -9.1804 3833.7703    0.0000
 2374.88135  -30.0150   -9.1815 3831.1396    0.0000
 2374.98169  -30.0150   -9.1825 3828.5156    0.0000
 2375.08203  -30.0149   -9.1835 3825.8962    0.0000
 2375.18213  -30.0149   -9.1846 3823.2793    0.0000
 2375.28247  -30.0149   -9.1856 3820.6692    0.0000
 2375.38257  -30.0149   -9.1867 3818.0613    0.0000
 2375.48291  -30.0148   -9.1877 3815.4604    0.0000
 2375.58301  -30.0148   -9.1887 3812.8616    0.0000
 2375.68335  -30.0147   -9.1898 3810.2700    0.0000
 2375.78369  -30.0147   -9.1908 3807.6833    0.0000
 2375.88379  -30.0147   -9.1919 3805.4604    0.0000
 2375.98413  -30.0146   -9.1929 3805.1951    0.0000
 2376.08423  -30.0146   -9.1939 3804.9287    0.0000
 2376.18457  -30.0146   -9.1950 3804.6682    0.0000
 2376.28467  -30.0145   -9.1960 3804.4062    0.0000
 2376.38501  -30.0145   -9.1971 3804.1504    0.0000
 2376.48535  -30.0145   -9.1981 3803.8967    0.0000
 2376.58545  -30.0144   -9.1991 3803.6416    0.0000
 2376.68579  -30.0144   -9.2002 3803.3928    0.0000
 2376.78589  -30.0144   -9.2012 3803.1423    0.0000
 2376.88623  -30.0143   -9.2023 3802.8982    0.0000
 2376.98633  -30.0143   -9.2033 3802.6523    0.0000
 2377.08667  -30.0143   -9.2043 3802.4126    0.0000
 2377.18677  -30.0142   -9.2054 3802.1714    0.0000
 2377.28711  -30.0142   -9.2064 3801.9365    0.0000
 2377.38745  -30.0142   -9.2075 3801.7039    0.0000
 2377.48755  -30.0141   -9.2085 3801.6355    0.0000
 2377.58789  -30.0141   -9.2096 3802.2278    0.0000
 2377.68799  -30.0141   -9.2106 3802.8162    0.0000
 2377.78833  -30.0140   -9.2116 3803.4097    0.0000
 2377.88843  -30.0140   -9.2127 3803.9993    0.0000
 2377.98877  -30.0140   -9.2137 3804.5938    0.0000
 2378.08911  -30.0139   -9.2148 3805.1890    0.0000
 2378.18921  -30.0139   -9.2158 3805.7803    0.0000
 2378.28955  -30.0139   -9.2168 3806.3765    0.0000
 2378.38965  -30.0138   -9.2179 3806.9690    0.0000
 2378.48999  -30.0138   -9.2189 3807.5664    0.0000
 2378.59009  -30.0138   -9.2200 3808.1602    0.0000
 2378.69043  -30.0137   -9.2210 3808.7588    0.0000
 2378.79077  -30.0137   -9.2220 3809.3579    0.0000
 2378.89087  -30.0137   -9.2231 3809.9534    0.0000
 2378.99121  -30.0136   -9.2241 3810.5537    0.0000
 2379.09131  -30.0136   -9.2252 3810.8188    0.0000
 2379.19165  -30.0136   -9.2262 3809.2344    0.0000
 2379.29175  -30.0135   -9.2272 3807.6440    0.0000
 2379.39209  -30.0135   -9.2283 3806.0571    0.0000
 2379.49243  -30.0135   -9.2293 3804.4692    0.0000
 2379.59253  -30.0134   -9.2304 3802.8757    0.0000
 2379.69287  -30.0134   -9.2314 3801.2852    0.0000
 2379.79297  -30.0134   -9.2324 3799.6895    0.0000
 2379.89331  -30.0133   -9.2335 3798.0967    0.0000
 2379.99341  -30.0133   -9.2345 3796.4988    0.0000
 2380.09375  -30.0133   -9.2356 3794.9036    0.0000
 2380.19409  -30.0132   -9.2366 3793.3074    0.0000
 2380.29419  -30.0132   -9.2376 3791.7058    0.0000
 2380.39453  -30.0132   -9.2387 3790.1074    0.0000
 2380.49463  -30.0131   -9.2397 3788.5037    0.0000
 2380.59497  -30.0131   -9.2408 3786.9028    0.0000
 2380.69507  -30.0131   -9.2418 3785.2966    0.0000
 2380.79541  -30.0130   -9.2428 3783.6865    0.0000
 2380.89575  -30.0130   -9.2439 3782.0674    0.0000
 2380.99585  -30.0130   -9.2449 3780.4353    0.0000
 2381.09619  -30.0129   -9.2460 3778.7974    0.0000
 2381.19629  -30.0129   -9.2470 3777.1472    0.0000
 2381.29663  -30.0129   -9.2480 3775.4907    0.0000
 2381.39673  -30.0128   -9.2491 3773.8225    0.0000
 2381.49707  -30.0128   -9.2501 3772.1475    0.0000
 2381.59741  -30.0128   -9.2512 3770.4626    0.0000
 2381.69751  -30.0127   -9.2522 3768.7673    0.0000
 2381.79785  -30.0127   -9.2533 3767.0640    0.0000
 2381.89795  -30.0127   -9.2543 3765.3506    0.0000
 2381.99829  -30.0126   -9.2553 3763.6287    0.0000
 2382.09839  -30.0126   -9.2564 3761.8970    0.0000
 2382.19873  -30.0126   -9.2574 3760.1565    0.0000
 2382.29907  -30.0125   -9.2585 3758.4143    0.0000
 2382.39917  -30.0125   -9.2595 3756.8120    0.0000
 2382.49951  -30.0125   -9.2605 3755.2102    0.0000
 2382.59961  -30.0124   -9.2616 3753.6094    0.0000
 2382.69995  -30.0124   -9.2626 3752.0085    0.0000
 2382.80005  -30.0124   -9.2637 3750.4087    0.0000
 2382.90039  -30.0123   -9.2647 3748.8093    0.0000
 2383.00073  -30.0123   -9.2657 3747.2104    0.0000
 2383.10083  -30.0123   -9.2668 3745.6123    0.0000
 2383.20117  -30.0122   -9.2678 3744.0146    0.0000
 2383.30127  -30.0122   -9.2689 3742.4175    0.0000
 2383.40161  -30.0122   -9.2699 3740.8210    0.0000
 2383.50171  -30.0121   -9.2709 3739.2251    0.0000
 2383.60205  -30.0121   -9.2720 3737.6299    0.0000
 2383.70239  -30.0121   -9.2730 3736.0349    0.0000
 2383.80249  -30.0120   -9.2741 3734.4409    0.0000
 2383.90283  -30.0120   -9.2751 3732.7429    0.0000
 2384.00293  -30.0120   -9.2761 3730.0645    0.0000
 2384.10327  -30.0119   -9.2772 3727.3931    0.0000
 2384.20337  -30.0119   -9.2782 3724.7280    0.0000
 2384.30371  -30.0119   -9.2793 3722.0708    0.0000
 2384.40405  -30.0118   -9.2803 3719.4204    0.0000
 2384.50415  -30.0118   -9.2813 3716.7759    0.0000
 2384.60449  -30.0118   -9.2824 3714.1396    0.0000
 2384.70459  -30.0117   -9.2834 3711.5085    0.0000
 2384.80493  -30.0117   -9.2845 3708.8862    0.0000
 2384.90503  -30.0117   -9.2855 3706.2690    0.0000
 2385.00537  -30.0116   -9.2865 3703.6604    0.0000
 2385.10571  -30.0116   -9.2876 3701.0591    0.0000
 2385.20581  -30.0116   -9.2886 3698.4624    0.0000
 2385.30615  -30.0115   -9.2897 3695.8750    0.0000
 2385.40625  -30.0115   -9.2907 3693.2917    0.0000
 2385.50659  -30.0115   -9.2917 3690.8545    0.0000
 2385.60669  -30.0114   -9.2928 3691.2874    0.0000
 2385.70703  -30.0114   -9.2938 3691.7202    0.0000
 2385.80737  -30.0114   -9.2949 3692.1492    0.0000
 2385.90747  -30.0113   -9.2959 3692.5720    0.0000
 2386.00781  -30.0113   -9.2969 3692.9941    0.0000
 2386.10791  -30.0113   -9.2980 3693.4102    0.0000
 2386.20825  -30.0112   -9.2990 3693.8252    0.0000
 2386.30835  -30.0112   -9.3001 3694.2344    0.0000
 2386.40869  -30.0112   -9.3011 3694.6423    0.0000
 2386.50903  -30.0111   -9.3022 3695.0469    0.0000
 2386.60913  -30.0111   -9.3032 3695.4456    0.0000
 2386.70947  -30.0111   -9.3042 3695.8430    0.0000
 2386.80957  -30.0110   -9.3053 3696.2351    0.0000
 2386.90991  -30.0110   -9.3063 3696.6255    0.0000
 2387.01001  -30.0110   -9.3074 3697.0107    0.0000
 2387.11035  -30.0109   -9.3084 3697.7229    0.0000
 2387.21069  -30.0109   -9.3094 3701.7266    0.0000
 2387.31079  -30.0109   -9.3105 3705.7268    0.0000
 2387.41113  -30.0108   -9.3115 3709.7268    0.0000
 2387.51123  -30.0108   -9.3126 3713.7239    0.0000
 2387.61157  -30.0108   -9.3136 3717.7205    0.0000
 2387.71167  -30.0107   -9.3146 3721.7139    0.0000
 2387.81201  -30.0107   -9.3157 3725.7070    0.0000
 2387.91235  -30.0107   -9.3167 3729.6982    0.0000
 2388.01245  -30.0106   -9.3178 3733.6868    0.0000
 2388.11279  -30.0106   -9.3188 3737.6746    0.0000
 2388.21289  -30.0106   -9.3198 3741.6597    0.0000
 2388.31323  -30.0105   -9.3209 3745.6438    0.0000
 2388.41333  -30.0105   -9.3219 3749.6255    0.0000
 2388.51367  -30.0105   -9.3230 3753.6064    0.0000
 2388.61401  -30.0104   -9.3240 3757.5854    0.0000
 2388.71411  -30.0104   -9.3250 3761.7009    0.0000
 2388.81445  -30.0104   -9.3261 3769.1394    0.0000
 2388.91455  -30.0103   -9.3271 3776.5740    0.0000
 2389.01489  -30.0103   -9.3282 3784.0054    0.0000
 2389.11499  -30.0103   -9.3292 3791.4331    0.0000
 2389.21533  -30.0102   -9.3302 3798.8577    0.0000
 2389.31567  -30.0102   -9.3313 3806.2786    0.0000
 2389.41577  -30.0102   -9.3323 3813.6960    0.0000
 2389.51611  -30.0101   -9.3334 3821.1101    0.0000
 2389.61621  -30.0101   -9.3344 3828.5205    0.0000
 2389.71655  -30.0101   -9.3354 3835.9277    0.0000
 2389.81665  -30.0100   -9.3365 3843.3315    0.0000
 2389.91699  -30.0100   -9.3375 3850.7314    0.0000
 2390.01733  -30.0100   -9.3386 3858.1279    0.0000
 2390.11743  -30.0099   -9.3396 3865.5217    0.0000
 2390.21777  -30.0099   -9.3406 3872.9111    0.0000
 2390.31787  -30.0099   -9.3417 3880.2979    0.0000
 2390.41821  -30.0098   -9.3427 3880.2378    0.0000
 2390.51831  -30.0098   -9.3438 3880.0999    0.0000
 2390.61865  -30.0098   -9.3448 3879.9609    0.0000
 2390.71899  -30.0097   -9.3459 3879.8223    0.0000
 2390.81909  -30.0097   -9.3469 3879.6843    0.0000
 2390.91943  -30.0097   -9.3479 3879.5454    0.0000
 2391.01953  -30.0096   -9.3490 3879.4075    0.0000
 2391.11987  -30.0096   -9.3500 3879.2686    0.0000
 2391.21997  -30.0096   -9.3511 3879.1306    0.0000
 2391.32031  -30.0095   -9.3521 3878.9917    0.0000
 2391.42065  -30.0095   -9.3531 3878.8530    0.0000
 2391.52075  -30.0095   -9.3542 3878.7148    0.0000
 2391.62109  -30.0094   -9.3552 3878.5762    0.0000
 2391.72119  -30.0094   -9.3563 3878.4380    0.0000
 2391.82153  -30.0094   -9.3573 3878.2993    0.0000
 2391.92163  -30.0093   -9.3583 3878.1611    0.0000
 2392.02197  -30.0093   -9.3594 3880.8521    0.0000
 2392.12231  -30.0093   -9.3604 3883.7256    0.0000
 2392.22241  -30.0092   -9.3615 3886.5989    0.0000
 2392.32275  -30.0092   -9.3625 3889.4702    0.0000
 2392.42285  -30.0092   -9.3635 3892.3413    0.0000
 2392.52319  -30.0091   -9.3646 3895.2104    0.0000
 2392.62329  -30.0091   -9.3656 3898.0791    0.0000
 2392.72363  -30.0091   -9.3667 3900.9458    0.0000
 2392.82397  -30.0090   -9.3677 3903.8113    0.0000
 2392.92407  -30.0090   -9.3687 3906.6768    0.0000
 2393.02441  -30.0090   -9.3698 3909.5398    0.0000
 2393.12451  -30.0089   -9.3708 3912.4028    0.0000
 2393.22485  -30.0089   -9.3719 3915.2637    0.0000
 2393.32495  -30.0089   -9.3729 3918.1245    0.0000
