    0.0000    6.709404   21.845276    6.636669
   52.2432    5.471885   24.310869    5.443897
   82.0064    3.495058   25.324146    3.468570
  105.8005   -1.023011   25.739073   -1.048721
  149.7111  -12.040766   23.377457  -12.016644
  202.9514   -4.802449   16.625845   -4.957887
  264.5299   30.957771   20.922422   30.707235
  325.8097   38.394932   44.184277   38.486572
  381.3362    3.830651   55.015511    3.868362
  436.8699  -13.923463   47.344322  -13.735647
  492.4675   -0.523557   43.773792   -0.071975
  547.9203   11.854944   47.266960   11.893439
  603.3572   12.007513   53.489670   11.928526
  658.8584   12.147720   57.013454   12.155594
  714.3916    7.759287   63.435272    7.991804
  769.8281  -11.892932   63.558350  -11.415504
  825.4739  -16.958061   54.058842  -16.499680
  880.9735  -11.379544   50.036156  -10.630840
  936.4265   -5.536681   45.370220   -5.467846
  991.9279    7.591611   45.570663    7.624157
 1047.4780    7.390666   51.613136    7.338107
 1104.3929   -3.324054   51.499859   -3.392351
 1160.7950   -4.089868   48.821056   -4.020233
 1207.1920   -1.034306   48.147224   -1.048254
 1221.0980    0.282620   48.069717    0.237656
 1229.4041    1.436799   48.120365    1.391163
 1247.4771    2.433065   48.462704    2.398229
 1293.9580    2.185849   49.103302    2.118906
 1321.5649    2.015558   49.559841    1.964685
 1379.2010    2.577817   50.133278    2.587783
 1436.5010    6.547919   51.746033    6.570562
 1493.8490    7.886356   55.709621    7.988509
 1537.2590    2.064770   57.957565    2.116847
 1592.6600   -5.955333   56.277988   -5.775970
 1649.9240   -7.278090   53.077839   -7.119450
 1703.4520   -2.524755   50.400627   -2.429549
 1758.7340    3.856669   51.229794    3.839728
 1814.1770    5.740679   53.561123    5.645790
 1869.5389    5.926673   55.873833    5.801237
 1924.9340    9.546606   58.331028    9.365665
 1980.3311   15.136117   63.576668   14.964459
 2035.7760   13.240578   70.645317   13.177368
 2092.0210   -1.118785   74.454430   -0.968417
 2146.3601  -16.450663   70.129845  -16.105766
 2201.4570  -19.615753   61.305073  -19.078323
 2257.0920  -13.484113   54.464317  -12.761804
 2312.2749   -5.788955   50.780037   -5.575083
 2367.9651   -4.151146   49.900158   -3.935134
 2423.2959   -5.203561   47.545437   -5.163693
 2478.5310   -2.391735   45.660534   -2.519551
 2561.3181    3.779527   46.025677    3.999175
 2642.5630    6.730641   50.453075    6.603344
 2724.5950    3.889755   54.020863    3.847265
 2806.4519    0.078936   55.138996    0.060937
 2879.9150   -4.477293   54.301464   -4.402484
 2953.2649   -3.486666   50.345615   -3.521792
 3026.6321    5.405766   50.466583    5.397131
 3100.0320    6.597310   56.228355    6.611436
 3173.3989   -5.364505   57.671734   -5.400796
 3246.7510    0.655646   50.345898    0.538460
 3320.2339   15.723923   58.285992   15.763899
 3392.8789    6.536418   67.433228    6.352607
 3465.6521   -5.132208   65.123451   -5.104383
 3538.2329   -2.707183   61.927723   -2.621245
 3611.2310   -0.678003   62.311195   -0.563215
 3684.0359   -6.039432   61.321754   -5.987329
 3756.6660   -5.502673   55.857845   -5.404440
 3829.5061   -3.814151   55.500202   -3.752829
 3895.8330   -0.590735   52.264637   -0.712225
 3961.6211    4.673239   54.753963    4.752497
 4028.1050    1.810161   56.928116    1.672575
 4094.3479    3.020241   56.411602    2.966742
 4160.7842    7.494117   59.861717    7.410965
 4227.8130    5.064568   63.757751    5.011755
 4281.8120    3.583199   64.856689    3.597813
 4331.2061    3.082218   66.463295    3.160028
 4362.0000    1.284231   67.011627    1.367531
 4395.6831   -1.303681   67.071556   -1.198171
 4450.8848   -4.609122   65.614929   -4.529747
 4506.2310   -5.451969   63.352139   -5.480361
 4561.5781    3.230480   61.111572    3.077864
 4616.9448    8.894342   65.883041    8.852178
 4672.3608    1.459409   68.387672    1.344976
 4727.8032   -3.849374   66.987411   -3.735006
 4761.5020   -2.037637   66.002449   -1.889489
 4797.9448   -1.272513   66.090393   -1.166116
 4852.9868   -0.570277   64.693596   -0.600449
 4908.3169    1.855723   65.610466    1.886012
 4963.5181    0.759328   66.241669    0.739372
 5008.7031    1.086592   66.269669    1.140458
 5067.5801    2.912295   67.370132    3.007905
 5098.5342    2.597766   68.120529    2.860029
 5108.0981    1.658664   68.314690    1.975585
 5151.4409   -4.172187   67.843414   -4.131095
 5197.9941   -7.615268   65.426010   -7.533843
 5238.1348   -4.833962   63.041992   -4.794842
 5283.1509    8.946400   62.640171    8.412038
 5297.5610   12.042295   63.869263   11.562640
 5326.3970    8.370421   66.375687    8.235229
 5379.2290   -4.407311   67.108292   -4.266289
 5409.0498   -6.188139   65.405533   -5.972966
 5457.2388   -3.248312   64.294693   -3.181364
 5505.5850   -1.755528   63.150780   -1.813948
 5552.5229   -0.723440   63.000511   -0.724064
 5602.8179    0.805438   62.624657    0.847084
 5651.4180    0.565626   63.558754    0.587772
 5700.2051   -5.196100   63.035027   -5.189723
 5748.8398  -11.668261   59.945717  -11.505307
 5797.6460  -13.299443   55.027882  -13.220827
 5846.4971    1.407520   50.769180    1.448216
 5895.4858   27.885590   56.034092   27.733633
 5944.4512   26.114172   69.866898   25.951456
 5993.5620  -14.942899   73.858421  -15.097773
 6010.8140  -30.244019   70.915810  -30.352442
 6029.2559  -38.648060   66.217720  -38.637741
 6048.1450  -38.101887   60.876980  -38.055180
 6075.2490  -23.438654   54.439281  -23.413773
 6103.8408   -2.466913   52.070648   -2.414220
 6133.1279    2.449497   53.562454    2.512569
 6161.7578   -2.369949   53.119827   -2.244604
